Id,PostTypeId,Title,Body,Score,ViewCount,Tags
"13541615","1","How to remove files that are listed in the .gitignore but still on the repository?","<p>I have some files in my repository that should be ignored, i added them to the .gitignore but, of course, they are not removed from my repository.</p>

<p>So my question is, is there a magic command or script using filter-branch that can rewrite my history and remove all these files easily? Or simply a command that will create a commit that will remove them ?</p>
","78","32457","<git><ignore><gitignore>"
"3998881","1","Git pull into wrong branch","<p>Myself and one other developer had been merging and pushing our work to a non-master branch called toolwork. That way, we didn't impact the rest of the team. My topic branch was called DPM-93 and my git workflow was this.</p>

<pre><code># do some work
git checkout DPM-93
git commit -m ""did some work""

# catch up
git checkout toolwork
git pull origin toolwork

# rebase my topic branch
git checkout DPM-93
git rebase toolwork

# merge and push my changes
git checkout toolwork
git merge --no-ff DPM-93
git push origin toolwork
</code></pre>

<p>That was mostly working fine until I accidently issued these git commands</p>

<pre><code>git checkout toolwork
git pull origin master
</code></pre>

<p>At that point, a bunch of new stuff showed up in branch toolwork and I'm not sure how to get rid of it short of deleting my workspace and re-cloning from the repo.</p>

<p>Is there any way to back this out to the state before the pull?</p>
","42","11407","<git><branch><undo><pull>"
"5667106","1","How to delete a ""git clone"" on a local computer","<p>Used <em><code>git clone [url]</code></em> to clone an open source project but it cloned to the </p>

<p><strong><code>C:\Documents and Setings\$USER\project</code></strong></p>

<p>What I wanted to do is clone the project to <strong><code>C:\project</code></strong>. I don't want to have duplicate project clones on my local machine.</p>

<p>How do I go about moving it to that location or deleting the existing repository(hopefully that's a correct term) and cloning it again?</p>

<p>I assume after deleting I should use something like the following to clone it to the desired location?</p>

<p><em><code>$ git clone [url] C:\project</code></em></p>
","32","56788","<git><windows-xp><move>"
"1836742","1","Using git, how do I ignore a file in one branch but have it committed in another branch?","<p>I've got a project that I'm deploying to <a href=""http://heroku.com"">heroku</a>.  The source code tree includes a bunch of mp3 files (the website will be for a recording project I was heavily involved with). </p>

<p>I'd like to put the source code for it up on <a href=""http://github.com"">github</a>, but github has a 300 MB limit on their free accounts.  I don't want to use 50 MB of my limit on a bunch of mp3 files.  Obviously, I could add them to the <code>.gitignore</code> file to keep them out of my repo.</p>

<p>However, I deploy to heroku using <code>git push heroku</code>.  The mp3 files must be present in the branch I push to heroku so that they get get deployed.</p>

<p>Ideally, I'd like to <code>.gitignore</code> the mp3 files in my local master branch so that when I push that to github, the mp3s are not included.  Then I'd keep a local production branch that has the mp3s committed rather than ignored.  To deploy, I would merge master into production, and then push the production branch to heroku.</p>

<p>I can't get this to work right.</p>

<p>Here's an example of what I'm trying to do...</p>

<pre><code>$ git init git-ignore-test
$ cd git-ignore-test
$ echo ""*.ignored"" &gt;&gt; .gitignore
$ git add .gitignore &amp;&amp; git commit -m ""Ignore .ignored files""
$ touch Foo.ignored
</code></pre>

<p>At this point, Foo.ignored is ignored in my master branch, but it's still present, so my project can use it.</p>

<pre><code>$ git checkout -b unignored
$ cat /dev/null &gt; .gitignore
$ git add Foo.ignored .gitignore &amp;&amp; git commit -m ""Unignore .ignored files""
</code></pre>

<p>Now I've got a branch with these files committed, as I want.  However, when I switch back to my master branch, Foo.ignored is gone.</p>

<p>Anyone got any suggestions for a better way to set this up?</p>

<p>Edit: just to clarify, I want the mp3 files to be present in both branches so that when I run the site locally (using either branch) the site works.  I just want the files ignored in one branch so when I push to github they are not pushed as well.  Usually .gitignore works well for this kind of thing (i.e. keeping a local copy of a file that does not get included in a push to a remote), but when I switch to the branch with the files checked in, and then back to the branch with the files ignored, the files vanish.</p>
","85","25456","<git><github><heroku><gitignore>"
"10755655","1","Git: Ignore tracked files","<p>I have some tracked files in a repository which are automatically modified when building the code. I don't want to untrack them, I just don't want them to appear as modified and I don't want them to be staged when I git add.</p>

<p>Is this possible? </p>
","54","16511","<git>"
"4415127","1","Git vs Team Foundation Server","<p>I introduced Git to my dev team, and everyone hates it except me. They want to replace
it with Team Foundation Server. I feel like this is a huge step backwards, although I am not very familiar with TFS. Can someone with experience compare branching support on TFS to Git branching? Also, in general, what are the pros and cons of TFS? Am I going to hate it after
using Git for a few years?</p>
","146","78630","<git><tfs>"
"3999541","1","After git clone, I do not see my branch","<p>I have the repository on github. It contains master and one branch.  When I clone, I obtain only master and do not see my branch. Why is it so? How can I see all branches in the repository?</p>

<p>Thanks. </p>
","32","12614","<git><github>"
"2164581","1","Remove file from git repository (history)","<p>(solved, see bottom of the question body)<br>
Looking for this for a long time now, what I have till now is:</p>

<ul>
<li><a href=""http://dound.com/2009/04/git-forever-remove-files-or-folders-from-history/"">http://dound.com/2009/04/git-forever-remove-files-or-folders-from-history/</a>
and</li>
<li><a href=""http://progit.org/book/ch9-7.html"">http://progit.org/book/ch9-7.html</a></li>
</ul>

<p>Pretty much the same method, but both of them leave objects in pack files... Stuck.<br>
What I tried:</p>

<pre><code>git filter-branch --index-filter 'git rm --cached --ignore-unmatch file_name'
rm -Rf .git/refs/original
rm -Rf .git/logs/
git gc
</code></pre>

<p>Still have files in the pack, and this is how I know it:  </p>

<pre><code>git verify-pack -v .git/objects/pack/pack-3f8c0...bb.idx | sort -k 3 -n | tail -3
</code></pre>

<p>And this:</p>

<pre><code>git filter-branch --index-filter ""git rm -rf --cached --ignore-unmatch file_name"" HEAD
rm -rf .git/refs/original/ &amp;&amp; git reflog expire --all &amp;&amp;  git gc --aggressive --prune
</code></pre>

<p>The same...</p>

<p>Tried <code>git clone</code> trick, it removed some of the files (~3000 of them) but the largest files are still there...</p>

<p>I have some large legacy files in the repository, ~200M, and I really don't want them there... And I don't want to reset the repository to 0 :(</p>

<p>SOLUTION:
This is the shortest way to get rid of the files:</p>

<ol>
<li>check .git/packed-refs - my problem was that I had there a <code>refs/remotes/origin/master</code> line for a remote repository, delete it, otherwise git won't remove those files</li>
<li><em>(optional)</em> <code>git verify-pack -v .git/objects/pack/#{pack-name}.idx | sort -k 3 -n | tail -5</code> - to check for the largest files</li>
<li><em>(optional)</em> <code>git rev-list --objects --all | grep a0d770a97ff0fac0be1d777b32cc67fe69eb9a98</code> - to check what are those files</li>
<li><code>git filter-branch --index-filter 'git rm --cached --ignore-unmatch file_names'</code> - to remove a file from all revisions</li>
<li><code>rm -rf .git/refs/original/</code> - to remove git's backup</li>
<li><code>git reflog expire --all --expire='0 days'</code> - to expire all the loose objects</li>
<li><code>git fsck --full --unreachable</code> - to check if there are any loose objects</li>
<li><code>git repack -A -d</code> - repacking</li>
<li><code>git prune</code> - to finally remove those objects</li>
</ol>
","64","25169","<git><version-control><git-rewrite-history>"
"11384928","1","Change Git repository directory location.","<p>With Git/Github for Windows, if I have a repository with this directory: <code>C:\dir1\dir2</code>, what do I need to do to move the repo files to <code>C:\dir1</code>?  I can obviously physically copy and paste the files, but what do I need to do on the Git side?</p>

<p>I have this repo on GitHub and I use Git Bash and GitHub for Windows. </p>
","69","52158","<git><github><github-for-windows>"
"1537616","1","Handling renames: svn vs. git vs. mercurial","<p>How do each of these VCS handle renames?</p>

<p>I have found a lot of contradicting information stating that git tracks LOC (lines of code) instead of files, renames would therefore have no meaning for it.</p>
","41","9185","<svn><git><version-control><mercurial><rename>"
"5667476","1","Git non-fast-forward rejected","<p>I feel like this question has been asked many times, but the solution is typically ""I deleted the directory and re-did my work with a fresh checkout."" I did a commit and push but realized that I referred to the wrong ticket number in the commit message. So I looked on SO for a quick <a href=""http://stackoverflow.com/questions/179123/how-do-i-edit-an-incorrect-commit-message-in-git"">solution</a> and ended up typing the following into the terminal:</p>

<pre><code>$ git reset --soft HEAD^
$ git commit -m ""... correct message ...""
</code></pre>

<p>The only problem is I am getting the following error message:</p>

<pre><code>To prevent you from losing history, non-fast-forward updates were rejected
Merge the remote changes before pushing again.  See the 'Note about
fast-forwards' section of 'git push --help' for details.
</code></pre>

<p>I am using the git-flow model and am working on the develop branch. How can I merge things back in to make git happy again?</p>
","83","80523","<git><version-control>"
"1911109","1","Clone a specific Git branch","<p>Git clone will behave copying remote current working branch into local. </p>

<p>Is there any way to clone a specific branch by myself without switching branches on remote repository?</p>
","1086","981997","<git><git-branch><git-clone>"
"8186441","1","Multiple bitbucket accounts","<p>I have a Bitbucket account for my 9-5 job and I also have a personal Bitbucket account. My goal is to be able to use both on the same computer. I have installed the latest git on a Windows 7 pc.</p>

<p>So currently everything with my companies Bitbucket account works fine, I can pull/push with no problems. I created a new ssh key using ssh-keygen and assigned a new name in my case ""tech"". But I am having issues on how to tell a local repo to use the new ssh key I created. I am assuming everytime I try to connect it uses the first ssh key.</p>

<p>I get the error:</p>

<p>$ git push
conq: repository access denied.
fatal: The remote end hung up unexpectedly</p>

<p>I found some advice on the internet but it seems to relate to a linux/git setup, for example I can't find the ""config"" file on windows. </p>
","32","10224","<git><ssh><bitbucket>"
"5851966","1","Moving a git repo to a second computer?","<p>I have a project with a simple local git repo, and I want to <em>move</em> this project (folders etc.) to another computer and work from there from now on. I don't want to have anything left on the old machine (except of course my other git projects). I want it to be as if I have been working from the new machine all along.</p>

<p>Can I simply move all the files over to that computer, or will there be a problem with keys? Should I have the same key across two machines? If simply moving all the folders can't be done, what should I do? I want to avoid the hassle of setting up and learning to use a server, since this seems complicated and I don't want to alter my workflow.</p>
","34","11950","<git>"
"30208928","1","Can ""git pull"" automatically stash and pop pending changes?","<p>I know how to solve this:</p>

<pre><code>user@host$ git pull
Updating 9386059..6e3ffde
error: Your local changes to the following files would be overwritten by merge:
    foo.bar
Please, commit your changes or stash them before you can merge.
Aborting
</code></pre>

<p>But isn't there a way to let <code>git pull</code> do the <code>stash</code> and <code>pop</code> dance for me?</p>

<p>If this command has a different name, it's ok.</p>

<p>Creating a shell alias for <code>git stash; git pull; git stash pop</code> is a solution, but I search for a better solution.</p>
","31","4054","<git><git-pull><git-stash>"
"5709687","1","What are the ""loose objects"" that the Git GUI refers to?","<p>When I open the <strong>Git GUI</strong>, I get a popup message that refers to <code>loose objects</code>. I did <code>git gc</code> and that removed the message.</p>

<p>What are <code>loose objects</code> and how could I prevent this from occurring again?</p>
","99","22161","<git>"
"13195814","1","Trying to git pull with error: cannot open .git/FETCH_HEAD: Permission denied","<p>Help me pls. I am run this in terminal </p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ git pull
error: cannot open .git/FETCH_HEAD: Permission denied
</code></pre>

<p>Then I  try this one</p>

<pre><code>asgard@asgard-A7N8X2-0:~/CollegePortal$ sudo git pull
Permission denied (publickey).
fatal: The remote end hung up unexpectedly
</code></pre>

<p>Help me, I don't understand this problem.</p>

<p>Thank you.</p>
","75","91666","<git><github><pull>"
"3458685","1","How can I completely remove a file from a git repository?","<p>I noticed recently that the project files my text editors use (along with some other junk) got added the git repository for the project.  Since they aren't actually part of the project, I'd like to remove them, but <code>git rm</code> doesnt remove the old versions from the repository, and I couldnt find anything else that looks promising.</p>
","37","12704","<git>"
"4133904","1","PS1 line with git current branch and colors","<p>Here is my current PS1</p>

<pre><code>export PS1='[\u@\h \W$(__git_ps1 "" (%s)"")]\$ '
</code></pre>

<p>How can I display the current branch in a different color?</p>
","35","38916","<git><command-prompt><bash>"
"12795790","1","How to colorize git-status output?","<p>I want to colorize git-status output so that: </p>

<pre><code>untracked files = magenta
new files = green
modified files = blue
deleted files = red
</code></pre>

<p>I am instead seeing staged files in green and unstaged files in blue:
<img src=""http://i.stack.imgur.com/bhW0W.png"" alt=""screenshot of git-status""></p>

<p>My .gitconfig is setup with the following based on some searching:</p>

<pre><code>[color]
status = auto

[color ""status""]
added = green
changed = blue
untracked = magenta
deleted = red
</code></pre>
","42","15807","<git><git-config><git-status>"
"13711455","1","How can I merge a specific file from one branch into another branch in Git","<p>I have 2 branches in a git repo, lets call them, dev and test.  I have changes in a single file, somecode.js.  Both branches have changes to somecode.js.  The 2 branches have diverged significantly (but manageably) so a straight ""merge"" is insufficient.</p>

<p>I have tried <a href=""http://jasonrudolph.com/blog/2009/02/25/git-tip-how-to-merge-specific-files-from-another-branch/"">http://jasonrudolph.com/blog/2009/02/25/git-tip-how-to-merge-specific-files-from-another-branch/</a> but it doesn't merge the contents of both files.  You basically just write over the file instead of actually merging the contents of the file.</p>

<p>I have also tried:</p>

<pre><code>git checkout -b newbranch
git checkout test somecode.js
git commit -m ""somecode changes from newbranch""
git checkout dev
git merge newbranch
</code></pre>

<p>And</p>

<pre><code>git checkout -m test somecode.js
</code></pre>

<p>(I was really hopeful with the -m for merge, but it didn't appear to work for me...)</p>

<p>I thought I was close to what I needed, but then I realized that it just fast-forwarded the commit meaning it didn't merge, it wrote over the original file in test.</p>

<p>So, to reiterate, how can I merge a specific file from one branch into another branch without just writing over the file in the branch I am merging into using git.</p>
","35","16394","<git>"
"1591107","1","Git: reset other branch to current without a checkout","<p>I'm writing some scripts for my Git workflow.</p>

<p>I need to reset other (existing) branch to the current one, without checkout.</p>

<p>Before:</p>

<pre><code> CurrentBranch: commit A
 OtherBranch: commit B
</code></pre>

<p>After:</p>

<pre><code> CurrentBranch: commit A
 OtherBranch: commit A
</code></pre>

<p>Equivalent of</p>

<pre><code> $ git checkout otherbranch 
 $ git reset --soft currentbranch
 $ git checkout currentbranch
</code></pre>

<p>(Note --soft: I do not want to affect working tree.)</p>

<p>Is this possible?</p>
","59","7032","<git>"
"8651708","1","Git, adding files to repository gives fatal error for LF ->CRLF","<p>I'm new to git and I need some help. I'm using msysgit on windows.</p>

<p>When I execute the command <code>git add [folderName]</code> I get the response:</p>

<pre><code>fatal: LF would be replaced by CRLF in [.css file or .js file]
</code></pre>

<p>and then if you try to do a commit nothing happens.</p>

<pre><code>$ git commit
# On branch master
#
# Initial commit
#
# Untracked files:
#   (use ""git add &lt;file&gt;..."" to include in what will be committed)
#
#       so01/
nothing added to commit but untracked files present (use ""git add"" to track)
</code></pre>

<p>Some of these css/js files were downloaded from the net so I guess that's why the have LF.
If I open the file and cut/paste the content, then I get the error on the next file and so on.</p>

<p>Any help will be much appreciated.</p>

<p><strong>Edit</strong></p>

<p>Setting <code>core.autocrlf</code> to false seems to solve the problem, but I read on many posts not to set this option to false.</p>

<p>Can somebody point me where can I find out what problems may arise in this situation? </p>
","40","25161","<git><version-control><newline><msysgit><core.autocrlf>"
"6872223","1","How do I revert master branch to a tag in git?","<p>We have branches origin and develop. 
The initial state of master was tagged at <code>tag_ABC</code>.</p>

<p>We have few changes made to the develop branch and pushed to origin.
Then we have accidentally merged develop into master and pushed to origin. </p>

<p>Now we would like to revert master to the checkpoint <code>tag_ABC</code>. How can we do that?</p>
","42","19996","<git>"
"10414769","1","git pull keeping local changes","<p>How can I safely update (pull) a git project, keeping specific files untouched, even if there's upstream changes?</p>

<p>myrepo/config/config.php</p>

<p>Is there a way, of, even if this file was being changed on remote, when I git pull, everything else is updated, but this file is unchanged (not even merged)?</p>

<p>PS. I need to do what I am asking because I'm only writing git-based deploy scripts. I cannot change config files to templates.</p>

<p>so, I need way to write update scripts that does not lose what was locally changed. I was hoping for something as simple as:</p>

<pre><code>git assume-remote-unchanged file1
git assume-remote-unchanged file2
</code></pre>

<p>then <code>git pull</code></p>
","58","38069","<git>"
"1435754","1","How do I resolve a conflict after git pull?","<p>I have to solve some conflict after a <code>git pull</code>.</p>

<pre><code>$ git pull
CONFLICT (rename/add): Renamed vignette_generator_mashed.h-&gt;vision_problem_8.h in 49423dd0d47abe6d839a783b5517bdfd200a202f. vision_problem_8.h added in HEAD
Added as vision_problem_8.h~HEAD_1 instead
Removed vignette_generator_cross_square.cc
Automatic merge failed; fix conflicts and then commit the result.
</code></pre>

<p>So I googled it a bit, and found people saying using <code>git mergetool</code>. But here is what I got:</p>

<pre><code>$ git mergetool
merge tool candidates: meld kdiff3 tkdiff xxdiff meld gvimdiff emerge opendiff emerge vimdiff
No files need merging
$ git mergetool opendiff
merge tool candidates: meld kdiff3 tkdiff xxdiff meld gvimdiff emerge opendiff emerge vimdiff
opendiff: file not found
</code></pre>

<p>So does it mean I have to install something?</p>

<p>What if I simply want the version from <code>git pull</code> to overwrite everything?</p>
","46","74250","<git><conflict><git-merge><git-pull>"
"1435953","1","How can I pass git SHA1 to compiler as definition using cmake?","<p>In a Makefile this would be done with something like:</p>

<pre><code>g++ -DGIT_SHA1=""`git log -1 | head -n 1`"" ...
</code></pre>

<p>This is very useful, because the binary knows exact commit SHA1 so it can dump it in case of segfault.</p>

<p>How can I achieve the same with CMake?</p>
","31","9224","<git><cmake><sha1>"
"1914579","1","Set up git to pull and push all branches","<p>I'd like to push and pull all the branches by default, including the newly created ones.</p>

<p>Is there a setting that I can define for it?</p>

<p>Otherwise, when I add a new branch, locally and I want to pull it from the server, what is the simplest way to do it?</p>

<p>I created a new branch with the same name and tried to pull but it doesn't work. Asks me for all the remote config of the branch. How do I set it.</p>
","309","104171","<git><version-control><branch><push>"
"6378850","1","Git revert local commit","<p>I have a git repo hooked up in phpstorm on windows. I committed a few change sets then pushed them to our ""central repo"". After this I have then made a few more commits. I no longer want these commits that have not been pushed to the central repo. How do I clean my working copy to be the same as the central repo (origin)?</p>
","50","57248","<windows><git><msysgit>"
"10415100","1","Want to exclude file from ""git diff""","<p>I am trying to exclude a file (<code>db/irrelevant.php</code>) from a Git diff. I have tried putting a file in the <code>db</code> subdirectory called <code>.gitattributes</code> with the line <code>irrelevant.php -diff</code>
and I have also tried creating a file called <code>.git/info/attributes</code> containing <code>db/irrelevant.php</code>. </p>

<p>In all cases, the <code>db/irrelevant.php</code> file is included in the diff as a Git binary patch. What I want is for the changes to that file to be ignore by the diff command. What am I doing wrong?</p>
","48","16399","<git><diff><git-diff>"
"5711120","1","gitignore without binary files","<p>How can binary files be ignored in <code>git</code> using the <code>.gitignore</code> file? </p>

<p>Example:  </p>

<pre><code>$ g++ hello.c -o hello
</code></pre>

<p>The ""hello"" file is a binary file. Can <code>git</code> ignore this file ? </p>
","62","24135","<git><gitignore>"
"11023194","1","git - vim - automatically wrap long commit messages","<p>Using git, my editor for commits is vim.  I'm constantly doing a poor job of remembering to wrap lines and so I get long lines (see <a href=""http://stackoverflow.com/a/2120040/748858"">this answer</a> for example).  Is there a way using some <code>git config</code> or <code>.vimrc</code> magic that I can get vi to automatically wrap lines at 72 columns? </p>

<p><a href=""http://stackoverflow.com/questions/1874030/wrap-long-lines-in-vim"">related question</a></p>
","31","8556","<git><vim>"
"3311774","1","How to convert existing non-empty directory into a Git working directory and push files to a remote repository","<ol>
<li><p>I have a non-empty directory (eg /etc/something) with files that cannot be renamed, moved, or deleted.</p></li>
<li><p>I want to check this directory into git in place.</p></li>
<li><p>I want to be able to push the state of this repository to a remote repository (on another machine) using ""git push"" or something similar.</p></li>
</ol>

<p>This is trivial using Subversion (currently we do it using Subversion) using:</p>

<pre><code>svn mkdir &lt;url&gt; -m &lt;msg&gt;
cd &lt;localdir&gt;
svn co &lt;url&gt; .
svn add &lt;files etc&gt;
svn commit -m &lt;msg&gt;
</code></pre>

<p>What is the git equivalent?</p>

<p>Can I ""git clone"" into an empty directory and simply move the .git directory and have everything work?</p>
","374","150684","<git>"
"8051991","1","How to have git-svn take care of empty directories gracefully?","<p>I am very happily using git-svn, though I noticed that git has a different approach when it comes to empty directories as SVN. I need a way to get around the following particular situation:</p>

<p>I have in my project's SVN repository several empty directories that belong in there and should not be touched. Due to some refactoring, I had to delete another directory that used to have files in it. <code>git svn dcommit</code> deletes the files, but leaves the directory. It strikes me that git's ignorance of empty directories is resulting in inconsistency in my SVN repo. </p>

<p>I would like to have that particular directory removed from my SVN repository. Can git-svn do that? And if not, how should I be doing that? (And - eventually - how can I do that while committing other files with them as well in the same changeset?)</p>
","31","6398","<git><directory><git-svn>"
"15231937","1","heroku and github at the same time","<p>So I understand that heroku functions as a git repository, but let's say i want to use github as well as a repository. How do I set it up such that I have two repositories and both are in sync? </p>
","46","14175","<git><heroku><github>"
"3055506","1","git is very very slow when tracking large binary files","<p>My project is six months old and git is very very slow. We track around 30 files which are of size 5 MB to 50 MB. Those are binary files and we keep them in git. I believe those files are making git slow.</p>

<p>Is there a way to kill all files of size > 5MB from the repository. I know I would lose all of these files and that is okay with me.</p>

<p>Ideally I would like a command that would list all the big files ( > 5MB) . I can see the list and then I say okay go ahead and delete those files and make git faster.</p>

<p>I should mention that git is slow not only on my machine but deploying the app on staging environment is now taking around 3 hours. </p>

<p>So the fix should be something that will affect the server and not only the users of repository.</p>
","70","56265","<git>"
"7856416","1","View a file in a different Git branch without changing branches","<p>Is it possible to open a file in a git branch without checking out that branch? How?</p>

<p>Essentially I want to be able to open a file in my <a href=""http://pages.github.com/"">github pages</a> branch without switching branches all the time. I don't want to modify it, just want to view it.</p>
","282","47426","<git><version-control><branch><git-branch>"
"5506339","1","how can I git stash a specific file?","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/3040833/how-to-stash-only-one-file-out-of-multiple-files-that-have-changed"">How to stash only one file out of multiple files that have changed</a>  </p>
</blockquote>



<p>How can I stash a specific file leaving the others currently modified out of the stash I am about to save?</p>

<p>For example, if git status gives me this:</p>

<pre><code>younker % gst      
# On branch master
# Your branch is ahead of 'origin/master' by 1 commit.
#
# Changes not staged for commit:
#   (use ""git add &lt;file&gt;..."" to update what will be committed)
#   (use ""git checkout -- &lt;file&gt;..."" to discard changes in working directory)
#
#   modified:   app/controllers/cart_controller.php
#   modified:   app/views/cart/welcome.thtml
#
no changes added to commit (use ""git add"" and/or ""git commit -a"")
</code></pre>

<p>and I only want to stash app/views/cart/welcome.thtml, how would I do that? Something like (but of course this does not work):</p>

<pre><code>git stash save welcome_cart app/views/cart/welcome.thtml
</code></pre>
","572","170667","<git><git-stash>"
"5755449","1","Deleting Git Repository Gitolite?","<p>I am wondering what the proper way is to delete a repository when using gitolite.</p>

<p>Is there anything else I have to do besides delete the repository from the server and remove all configurations related to the repository I am removing?</p>
","50","16046","<git><version-control><gitolite>"
"1213430","1","How to fully delete a git repository created with init?","<p>I created a git repository with <code>git init</code>. I'd like to delete it entirely and init a new one.</p>
","925","530428","<git>"
"10228760","1","Fix a Git detached head?","<p>I was doing some work in my repository and noticed a file has local changes. I didn't want them anymore so I deleted the file, thinking I can just checkout a fresh copy. I wanted to do the git equivalent of</p>

<pre><code>svn up .
</code></pre>

<p>Using <code>git pull</code> didn't seem to work. Some random searching led me to a site where someone recommended doing</p>

<pre><code>git checkout HEAD^ src/
</code></pre>

<p>(<code>src</code> is the directory containing the deleted file). </p>

<p><strong>Now I find out I have a detached head. I have no idea what that is. How can I undo?</strong></p>
","490","397985","<git>"
"12641469","1","List submodules in a git repository","<p>I have a git repository that has several submodules in it. How do I list the names of all the submodules after <code>git submodule init</code> has been run?</p>

<p>The <code>git submodule foreach</code> command could echo the names of the submodule, but that only works once they have been checked out which has not happened after the init step. There are more steps in the chain that need to happen before they can be checked out and I don't want to have to hard-wire names of submodules into the script. </p>

<p>So is there a git command to get the names of all currently registered but not yet checked out submodules?</p>
","73","40788","<git><git-submodules>"
"5542910","1","How do I ""commit"" changes in a git submodule?","<p>I have, in my naivety, set up a git submodule and treated it like a Subversion external - i.e. it's now full of changes that I've just realized haven't been committed or pushed anywhere.</p>

<p>Is there some easy way to commit/push the submodule changes back to the upstream repo? And what's the recommended technique in Git for doing simultaneous development on separate (but linked) repositories in this way?</p>
","127","63847","<git><git-submodules>"
"20913962","1","GitHub authentication failing over https, returning wrong email address","<p>Initiating a push or any other action with GitHub from the command line (over https, not ssh) that calls for the username and password not only fails but, when it does, it returns </p>

<pre><code>Username for 'https://github.com': username
Password for 'https://username@github.com': 
remote: Invalid username or password.
fatal: Authentication failed for 'https://github.com/username/repository.git/'
</code></pre>

<p>I do not have an <code>@github.com</code> address. The password and username are correct.</p>

<p>I know I could switch to SSH and use keys but that doesn't answer why the authentication is failing over https.</p>
","58","49723","<git><github><https>"
"20168639","1","git commit get fatal error ""fatal: CRLF would be replaced by LF in""","<p>I'm using Ubuntu 13.10 x64, and I am working on a project that some developers are using Windows , I recently changed the git config <code>core.eol</code> to ""lf"" and <code>core.autocrlf</code> to ""input"" and <code>core.safecrlf</code> to ""true"". Since then, when I try to commit file into my local repository, I get this error:<br/>
<code>fatal: CRLF would be replaced by LF in ......</code><br/>
From what I understand, if I set <code>core.eol</code> to ""lf"" and <code>core.autocrlf</code> to ""input"", git will automatically convert CRLF to LF, but why this error come out? How can I fix this problem?</p>

<p>Thank you.</p>
","37","31461","<git><eol>"
"6149725","1","How does the Android repo manifest repository work?","<p>The <a href=""http://source.android.com/"">Android source</a> is a <a href=""http://android.git.kernel.org/"">large hierarchy of git repositories</a>. They are managed by a custom script called <a href=""http://source.android.com/source/version-control.html"">repo</a>. Repo determines which git repositories to manage using a manifest.xml. The <a href=""http://android.git.kernel.org/?p=platform/manifest.git;a=summary"">manifest.xml of Android</a> is hosted in a git repository along with all the other git repositories.</p>

<p><strong>How is this repository managed in Android? Specifically how are the different branches and the different files hosted in each branch organised?</strong></p>
","35","24350","<android><git><android-manifest><android-source><repository>"
"19982053","1","How do I add an existing Solution to GitHub from Visual Studio 2013","<p>I have looked through many web pages on the new Git integration in VS 2013 and they do not deal with adding an existing solution to Github.  In fact I can't find much on using GitHub instead of Visual Studio Online.</p>

<p>Can anyone tell me how I start from an existing solution and add it to Github using the tools in VS 2013.</p>
","127","58998","<git><github><visual-studio-2013>"
"1485578","1","Change a Git remote HEAD to point to something besides master","<p>How do I set a Git remote's HEAD reference to point to something besides ""master""?</p>

<p>My project has a policy not to use a ""master"" branch (all branches are to have meaningful names). Furthermore, the canonical master repository is only accessible via ssh://, with no shell access (like GitHub or Unfuddle).</p>

<p>My problem is that the remote repository still has a HEAD reference to refs/heads/master, but I need it to point to a different branch.  This is causing two problems:</p>

<ol>
<li><p>When cloning the repo, there this, </p>

<blockquote>
  <p>warning: remote HEAD refers to nonexistent ref, unable to checkout.</p>
</blockquote>

<p>That's confusing and inconvenient.</p></li>
<li><p>The web-based code browser depends on HEAD as a basis for browsing the tree. I need HEAD to point to a valid branch, then.</p></li>
</ol>
","91","108317","<git><git-branch><git-remote>"
"17552457","1","How Do I Upload Eclipse Projects to GitHub?","<p>I have code in Eclipse that I'd like to upload to GitHub but so far I can't figure out how. It says ""create a repository"" but that looks more like a folder that holds your projects and I'm not sure how to upload my code to it. Apologies for the seemingly dumb question. Also, how does one delete repositories? Didn't see a way to do that either.</p>
","34","42287","<java><eclipse><git><github>"
"7929369","1","How to rebase local branch with remote master","<p>I have cloned project from master branch from remote repository <code>remote_repo</code>. I create new branch and I commit to that branch. Other programmers pushed to <code>remote_repo</code> to master branch. I need now to rebase my branch RB with <code>remote_repo</code> master. How to do this ? What commands to type to terminal ?</p>
","216","127371","<git><git-rebase>"
"4610744","1","Can I get a patch-compatible output from git-diff?","<p>I am doing something very simple wrong.  I'm trying to prepare an ordinary patch file, so I can reapply some changes:</p>

<pre><code>$ git diff &gt; before
$ git diff something_here &gt; save.patch
$ git checkout . 
$ patch &lt; save.patch
$ git diff &gt; after
$ diff before after
$
</code></pre>

<p>With <code>something_here</code> <em>blank</em> it almost works, but the file names aren't right.  I think I'm just I'm missing some option.</p>

<p>In real life, I am going to do a merge after the checkout, so the patch might fail there, but you see what I'm getting at. </p>

<p><strong>Edit</strong>
My fault here for asking the wrong question.  The actual question is, I want to save my changes away, do a merge, then re-apply the changes, if possible?  I asked it the wrong way because I am <em>used</em> to using patch to solve these sorts of problems and <code>git diff</code> looked like that's what it wanted me to do.</p>

<p>Charles Bailey's <em>comment</em> had the right answer.  For me, git-apply is the right thing to do (git-stash looks more heavy-weight than I need and rebasing and bundles is definitely beyond my current skill level.)  I'm going to accept the answer Charles gave (because you can't accept a comment).  Thanks for all the suggestions.</p>
","87","41718","<git>"
